Название,Категория,Кухня,Ценовой диапозон,Адрес,Режим работы,Телефон,Сайт,Фото,ID,lat,lon
Славянские дворы,База отдыха,,,"Вятская улица, 2/1","[' 00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00']",89229075787,https://vk.com/banyakirov43,https://i2.photo.2gis.com/images/branch/0/30258560095564929_1b05_300x300.jpg,70000001064259763,58.664076,49.92293
На берегу,База отдыха,,,"Родниковая улица, 15","[' 00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00']",88332781519,https://vk.com/baza_na_beregu,https://i8.photo.2gis.com/images/branch/0/30258560084216757_b403_300x300.jpg,70000001041297978,58.603562,49.947778
Ёлки хаус,Аренда коттеджей / гостевых домов,,,"Фруктовая улица, 49/1","[' 00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00']",88332221110,http://kirov.elki.rent,https://i4.photo.2gis.com/images/branch/0/30258560101094271_0f62_300x300.jpg,70000001062916182,58.603524,49.935855
Домик в лесу,Аренда коттеджей / гостевых домов,,,"Полевая улица, 9","[' 12:00-24:00', '  12:00-24:00', '  12:00-24:00', '  12:00-24:00', '  12:00-24:00', '  12:00-24:00', '  12:00-24:00']",89536764833,https://vk.com/domikvlesu0,https://i5.photo.2gis.com/images/branch/0/30258560100422905_e648_300x300.jpg,70000001067841039,58.604804,49.81447
Усадьба Кирилловская,Аренда коттеджей / гостевых домов,,,"Рождественская улица, 8а","[' 09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00']",88332448818,http://turbaza43.ru,https://i7.photo.2gis.com/images/branch/58/8162774328142154_8989_300x300.jpg,70000001018195528,58.606632,49.886856
Bagat`to,Представительство в городе,,,"Производственная улица, 33","[' 09:00-17:00', '  09:00-17:00', '  09:00-17:00', '  09:00-17:00', '  09:00-17:00', 'Сегодня не работает (уточните время на сайте)', 'Сегодня не работает (уточните время на сайте)']",88332465089 (единый номер: пн-вс 9:00-21:00),https://vk.com/bagattoclub,https://i1.photo.2gis.com/images/branch/58/8162774365488509_5492_300x300.jpg,70000001007346379,58.568448,49.608963
Bagat`to,База отдыха,,,"Стрижи-Дальние карьеры, 1","[' 00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00']",88332465089 (единый номер: пн-вс 9:00-21:00),https://vk.com/bagattoclub,https://i2.photo.2gis.com/images/branch/58/8162774349424787_5bac_300x300.jpg,70000001007346413,58.412392,49.312128
Feel good,База отдыха,,,"Береговая улица, 3","[' 09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00']",88332733303,https://vk.com/feel_good43,https://i9.photo.2gis.com/images/branch/0/30258560082031212_8f81_300x300.jpg,70000001043871324,58.475701,49.74066
Красный Рак,База отдыха,,,"Береговая, 14а","[' 00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00']",88332455565,https://vk.com/krak43,https://i4.photo.2gis.com/images/branch/0/30258560065128271_dff5_300x300.jpg,70000001039111486,58.278335,49.527674
StrizHouse,База отдыха,,,"Центральная улица, 68","[' 00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00']",88332432023,https://vk.com/striz_house,https://i5.photo.2gis.com/images/branch/58/8162774367332192_0a56_300x300.jpg,8163303606023884,58.46251,49.288816
Анаста,База отдыха,,,"деревня Рыловщина, 42","[' 00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00']",89513493434,https://wa.me/79513493434,https://i1.photo.2gis.com/images/branch/0/30258560084089324_e49b_300x300.jpg,70000001030629598,58.432436,49.934695
Башарово,Компания по аренде коттеджа,,,"деревня Башарово, 16а","[' 00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00']",88332745576,https://vk.com/basharovo43,https://i9.photo.2gis.com/images/branch/0/30258560057618313_100c_300x300.jpg,70000001025452649,58.507698,49.262362
В тишине,Глэмпинг,,,"деревня Зяблец, 20","[' 08:00-22:00', '  08:00-22:00', '  08:00-22:00', '  08:00-22:00', '  08:00-22:00', '  08:00-22:00', '  08:00-22:00']",89536734318,https://vk.com/v_tishine_domik,https://i5.photo.2gis.com/images/branch/0/30258560095975810_7968_300x300.jpg,70000001066676235,58.791737,49.549605
Добрый кот,База отдыха,,,"Рождественская улица, 2","[' 00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00']",88332442636,https://vk.com/dobriykot43,https://i2.photo.2gis.com/images/branch/0/30258560086761288_3a61_300x300.jpg,70000001054755468,58.28531,49.532021
