Название,Категория,Кухня,Ценовой диапозон,Адрес,Режим работы,Телефон,Сайт,Фото,ID,lat,lon
Шоколадница,Кофейня,,Средний чек 400 ₽,"Спасская улица, 18а","[' 09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00']",88332253555 (многоканальный),http://shoko.ru,https://i8.photo.2gis.com/images/branch/0/30258560091189271_a2bd_300x300.jpg,70000001026030804,58.60193,49.67434
Альфа,Ресторан,Итальянская кухня Японская кухня Европейская кухня ,Средний чек 400 ₽,"Московская улица, 129а","[' 07:00-23:00', '  07:00-23:00', '  07:00-23:00', '  07:00-23:00', '  07:00-23:00', '  07:00-23:00', '  07:00-23:00']",88332252020 (ресторан),http://alphakirov.ru,https://i9.photo.2gis.com/images/branch/0/30258560083283880_e405_300x300.jpg,70000001017333166,58.603177,49.622848
Здесь Был Пьер,Гастробар,Японская кухня Русская кухня Европейская кухня ,Средний чек 700 ₽,"улица Воровского, 78","[' 12:00-23:00', '  12:00-23:00', '  12:00-23:00', '  12:00-23:00', '  12:00-23:00', '  12:00-23:00', '  12:00-23:00']",89229682341,http://selipoeli.ru/gastrobar,https://i5.photo.2gis.com/images/branch/0/30258560089457731_d16e_300x300.jpg,70000001041094224,58.592974,49.632196
Лампа Грина,Книжный клуб,,Средний чек 500 ₽,"Московская улица, 3","[' 07:00-23:00', '  07:00-23:00', '  07:00-23:00', '  07:00-23:00', '  07:00-23:00', '  07:00-23:00', '  07:00-23:00']",89127377565,https://vk.com/greenlamp43,https://i0.photo.2gis.com/images/branch/0/30258560098280867_98dd_300x300.jpg,70000001065498561,58.604035,49.683965
Brusnika,Кафе,Греческая кухня ,Средний чек 650 ₽,"улица Ленина, 82/1","[' 08:30-22:00', '  08:30-22:00', '  08:30-22:00', '  08:30-22:00', '  08:30-22:00', '  10:00-22:00', '  10:00-22:00']",88332792252,https://vk.com/cafe_brusnika43,https://i4.photo.2gis.com/images/branch/0/30258560101467781_54dc_300x300.jpg,70000001051992104,58.602278,49.681642
Книжный клуб 12,Кофейня,,Средний чек 380 ₽,"Преображенская улица, 15","[' 08:00-23:00', '  08:00-23:00', '  08:00-23:00', '  08:00-23:00', '  08:00-23:00', '  08:00-23:00', '  08:00-23:00']",88332221212,https://vk.com/clubbook12,https://i1.photo.2gis.com/images/branch/58/8162774370264055_7591_300x300.jpg,8163302605626673,58.605576,49.679137
Santa Mozzarella!,Кафе,Итальянская кухня ,Средний чек 800 ₽,"улица Воровского, 10","[' 11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00']",88332754102,http://pizzasanta.ru,https://i1.photo.2gis.com/images/branch/0/30258560096746528_8f67_300x300.jpg,70000001055612445,58.593903,49.679244
Вкусно — и точка,Быстрое питание,,Средний чек 250 ₽,"улица Воровского, 100а","[' 07:00-23:00', '  07:00-23:00', '  07:00-23:00', '  07:00-23:00', '  07:00-23:00', '  07:00-23:00', '  07:00-23:00']",88332203790,http://vkusnoitochka.ru,https://i5.photo.2gis.com/images/branch/0/30258560098930759_32fc_300x300.jpg,8163302605671774,58.596721,49.607591
Мох,Кафе-бар,Веганская кухня Авторская кухня ,Средний чек 600 ₽,"улица Карла Маркса, 18а","[' 09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-24:00', '  09:00-24:00', '  09:00-21:00']",88332777377,http://moh-kirov.ru,https://i3.photo.2gis.com/images/branch/0/30258560094974761_a11d_300x300.jpg,70000001062535068,58.614146,49.667574
Брокколи,Веганское кафе,Домашняя кухня Веганская кухня ,Средний чек 300 ₽,"улица Горбачёва, 16","[' 09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00']",88332217550,https://vk.com/vegan43,https://i2.photo.2gis.com/images/branch/0/30258560086931136_30a8_300x300.jpg,70000001034743475,58.600162,49.684179
A.dress счастья,Кафе,Итальянская кухня Японская кухня Европейская кухня ,Средний чек 1200 ₽,"улица Герцена, 41","[' 08:00-23:00', '  08:00-23:00', '  08:00-23:00', '  08:00-23:00', '  08:00-02:00', '  08:00-02:00', '  08:00-23:00']",88332442900,https://vk.com/a.dress43,https://i6.photo.2gis.com/images/branch/0/30258560099635763_ecbc_300x300.jpg,70000001051382597,58.600287,49.667534
Ланч Бранч,Кафе-столовая,,Средний чек 200 ₽,"улица Молодой Гвардии, 82","[' 08:00-21:00', '  08:00-21:00', '  08:00-21:00', '  08:00-21:00', '  08:00-21:00', '  08:00-21:00', '  08:00-21:00']",88332420020,,https://i8.photo.2gis.com/images/branch/0/30258560089764323_6070_300x300.jpg,70000001038179195,58.597963,49.655585
Leonardo,Кафе,Итальянская кухня Русская кухня Европейская кухня ,Средний чек 600 ₽,"улица Ленина, 64","[' 10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-23:00']",88332219089,https://vk.com/cafeleonardo,https://i2.photo.2gis.com/images/branch/58/8162774371696151_9df9_300x300.jpg,8163302605754119,58.60855,49.68087
Coffee Like,Кофе-бар,,Средний чек 220 ₽,"Октябрьский проспект, 117","[' 08:00-21:00', '  08:00-21:00', '  08:00-21:00', '  08:00-21:00', '  08:00-21:00', '  09:00-21:00', '  09:00-21:00']",88003334130,http://coffee-like.com/?utm_source=pinbox&utm_medium=cpc&utm_campaign=geo#кофе,https://i7.photo.2gis.com/images/branch/0/30258560089848676_0738_300x300.jpg,70000001037281517,58.604365,49.656841
Провино,Бар,,,"улица Ленина, 86","[' 10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-24:00', '  10:00-24:00', '  10:00-23:00']",88332222702,http://provinoshop.ru,https://i0.photo.2gis.com/images/branch/0/30258560084822586_87e0_300x300.jpg,70000001055135351,58.601364,49.681453
Калейдоскоп,Игровое кафе,Японская кухня Русская кухня Европейская кухня ,Средний чек 500 ₽,"Красноармейская улица, 1а","[' 09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00']",88332227093,http://43play.ru,https://i6.photo.2gis.com/images/branch/0/30258560053312454_50d5_300x300.jpg,8163303606214472,58.593159,49.683153
12 стульев,Кафе,Русская кухня Европейская кухня ,Средний чек 650 ₽,"улица Сурикова, 19","[' 09:00-22:00', '  09:00-22:00', '  09:00-22:00', '  09:00-22:00', '  09:00-24:00', '  12:00-24:00', '  12:00-22:00']",88332631933,https://vk.com/12chairscafe,https://i3.photo.2gis.com/images/branch/0/30258560058866990_12ae_300x300.jpg,8163302605586452,58.588073,49.635585
Rainero,Кафе-пиццерия,Итальянская кухня ,Средний чек 800 ₽,"Московская улица, 24","[' 10:00-22:00', '  10:00-22:00', '  10:00-22:00', '  10:00-22:00', '  10:00-22:00', '  10:00-22:00', '  10:00-22:00']",89229775775,http://pizzeria-rainero.ru,https://i7.photo.2gis.com/images/branch/0/30258560062668851_55bd_300x300.jpg,70000001036010406,58.603591,49.674508
Пузата Хата,Кафе-столовая,,Средний чек 1200 ₽,"улица Блюхера, 12","[' 07:30-23:00', '  07:30-23:00', '  07:30-23:00', '  07:30-23:00', '  07:30-23:00', '  07:30-23:00', '  07:30-23:00']",89123762325,https://vk.com/id618212269,https://i1.photo.2gis.com/images/branch/0/30258560078723696_d2ea_300x300.jpg,70000001046430044,58.584265,49.68363
Вкусно — и точка,Быстрое питание,,Средний чек 300 ₽,"Луганская улица, 53/2","[' 10:00-21:00', '  10:00-21:00', '  10:00-21:00', '  10:00-21:00', '  10:00-21:00', '  10:00-21:00', '  10:00-21:00']",88332204824,http://vkusnoitochka.ru,https://i5.photo.2gis.com/images/branch/0/30258560098929727_531d_300x300.jpg,70000001056350237,58.616009,49.594048
Барон Чайхаузен,Кофейня-магазин,,Средний чек 350 ₽,"улица Карла Маркса, 62","[' 08:00-20:00', '  08:00-20:00', '  08:00-20:00', '  08:00-20:00', '  08:00-20:00', '  09:00-20:00', '  09:00-20:00']",88332474035,https://vk.com/baron.chayhausen,https://i3.photo.2gis.com/images/branch/0/30258560090270194_306c_300x300.jpg,70000001022038469,58.604505,49.669413
Фабрика кухня,Кафе,Европейская кухня ,Средний чек 500 ₽,"улица Ленина, 198 к2","[' 11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00', '  11:00-23:00']",88332411112 (бронирование столиков),https://vk.com/fabricakuhnya,https://i4.photo.2gis.com/images/branch/0/30258560089056801_4705_300x300.jpg,70000001045015876,58.56466,49.686365
Frakcia,Кофейня,,,"улица Ленина, 86","[' 08:00-22:00', '  08:00-22:00', '  08:00-22:00', '  08:00-22:00', '  08:00-22:00', '  10:00-22:00', '  10:00-22:00']",,https://vk.com/frakcia_coffee,https://i2.photo.2gis.com/images/branch/0/30258560101380837_b677_300x300.jpg,70000001056293257,58.601632,49.681431
Апельсинка,Банкетный зал,,,"улица Кольцова, 3","[' 08:00-20:00', '  08:00-20:00', '  08:00-20:00', '  08:00-20:00', '  08:00-20:00', 'Сегодня не работает (уточните время на сайте)', 'Сегодня не работает (уточните время на сайте)']",89229002863,http://apelsinka43.ru,https://i9.photo.2gis.com/images/branch/0/30258560087663316_12f3_300x300.jpg,8163302605587182,58.608927,49.604818
Метелица,Кафе,Русская кухня Европейская кухня ,Средний чек 200 ₽,"улица Менделеева, 12","[' 08:00-18:00', '  08:00-18:00', '  08:00-18:00', '  08:00-18:00', '  08:00-18:00', '  08:00-17:00', '  08:00-17:00']",88332523874 (склад),,https://i5.photo.2gis.com/images/branch/0/30258560075997138_a1de_300x300.jpg,8163302605590516,58.605914,49.603624
АвтоПорт,Кафе,Кавказская кухня Русская кухня ,Средний чек 300 ₽,"трасса Киров-Котельнич, 2а","[' 07:00-22:00', '  07:00-22:00', '  07:00-22:00', '  07:00-22:00', '  07:00-22:00', '  07:00-22:00', '  07:00-22:00']",88332440606,http://cafe.motor92.ru,https://i9.photo.2gis.com/images/branch/58/8162774359110880_7a16_300x300.jpg,8163302605586893,58.681987,49.641601
Кабинет Чарушин,Бары,Европейская кухня ,Средний чек 500 ₽,"улица Ленина, 80","[' 07:00-24:00', '  07:00-24:00', '  07:00-24:00', '  07:00-24:00', '  07:00-24:00', '  07:00-24:00', '  07:00-24:00']",88332651930,http://restoran-rossia.ru,https://i9.photo.2gis.com/images/branch/0/30258560056699976_66b7_300x300.jpg,8163302605586644,58.603994,49.682313
Кавказская кухня,Кафе,Кавказская кухня ,Средний чек 400 ₽,"улица Воровского, 107в","[' 11:00-01:00', '  11:00-01:00', '  11:00-01:00', '  11:00-01:00', '  11:00-03:00', '  11:00-03:00', '  11:00-01:00']",88332261726,https://vk.com/public215511716,https://i4.photo.2gis.com/images/branch/0/30258560101264404_e741_300x300.jpg,70000001065532520,58.593758,49.628671
Барон Чайхаузен,Бутик-кофейня,,,"улица Розы Люксембург, 30","[' 09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00', '  09:00-21:00']",89195290430,https://vk.com/baronchay,https://i0.photo.2gis.com/images/branch/0/30258560093537454_e7ba_300x300.jpg,70000001007528563,58.611726,49.678848
7 Холмов,Кафе,Русская кухня Европейская кухня ,Средний чек 300 ₽,"улица Молодой Гвардии, 84г","[' 07:30-21:00', '  07:30-21:00', '  07:30-21:00', '  07:30-21:00', '  07:30-21:00', '  07:30-21:00', '  07:30-21:00']",88332547166,https://vk.com/id258110957,https://i5.photo.2gis.com/images/branch/58/8162774371825531_434d_300x300.jpg,70000001017524141,58.597187,49.651811
Basilic,Кафе,,,"Пролетарская улица, 24","[' 10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-23:00', '  10:00-23:00']",89642565473,https://vk.com/kirov_basilic,https://i4.photo.2gis.com/images/branch/0/30258560095531240_a2fe_300x300.jpg,70000001066419300,58.589249,49.67465
Chibbis.ru,Единый сервис доставки еды,Китайская кухня ,,,"[' 00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00', '  00:00-24:00']",,http://kirov.chibbis.ru,https://i2.photo.2gis.com/images/branch/0/30258560088811894_586c_300x300.jpg,70000001033186667,,
Большая столовая,Столовые,,Средний чек 180 ₽,"улица Ленина, 71","[' 08:30-21:00', '  08:30-21:00', '  08:30-21:00', '  08:30-21:00', '  08:30-21:00', '  08:30-21:00', '  08:30-21:00']",88332757373,https://vk.com/bolshayastolovaya,https://i2.photo.2gis.com/images/branch/58/8162774373905363_1b72_300x300.jpg,70000001007490698,58.6035,49.680722
